ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory
WSqOy9k37,2018,30,Stores,YXX,21.817,6,0,6,0.074,0.063,0,4,0
WSqOy9k37,2018,30,Stores,AXX,21.817,12,9,3,0.531,0.112,0,15,0
n0tiGEY86,2018,30,Stores,YXX,14.896999999999998,5,3,2,0.072,0.02,0,2,0
18qUM7076,2018,30,Stores,AXX,18.668,4,2,2,0.1133,0.094,0,0,0
L_1nB1Y90,2018,30,Stores,YXX,19.215000000000003,7,0,7,0.035,0.0849,0,7,0
L_1nB1Y90,2018,30,Stores,AXX,19.215000000000003,10,6,4,0.31360000000000005,0.0513,0,12,0
H-NHsh445,2018,30,Stores,YXX,13.296999999999999,5,5,0,0.11580000000000001,0.0639,0,2,0
sITb3xc66,2018,30,E-commerce,AXX,24.743,3,2,1,0.0109,0.061900000000000004,0,6,0
sITb3xc66,2018,30,Stores,AXX,24.743,6,3,3,0.15739999999999998,0.0328,0,2,0
tFt2MCc51,2018,30,Stores,YXX,16.522,5,0,5,0.092,0.0985,0,3,0
tFt2MCc51,2018,30,Stores,AXX,16.522,4,2,2,0.4417,0.11610000000000001,0,7,0
gKS8PzM77,2018,30,Stores,YXX,15.912999999999997,7,2,5,0.092,0.06,0,1,0
gKS8PzM77,2018,30,Stores,AXX,15.912999999999997,8,3,5,0.15680000000000002,0.0884,0,6,0
YljQPPY12,2018,30,E-commerce,AXX,19.473,4,4,0,0.078,0.0279,0,1,0
Qf0a2Mk12,2018,30,Stores,AXX,25.753,6,3,3,0.18980000000000002,0.042800000000000005,0,5,0
Cba2FPY50,2018,30,Stores,AXX,20.013,5,2,3,0.093,0.08,0,0,0
6TD01oU57,2018,30,E-commerce,AXX,30.684,3,2,1,0.0809,0.055,0,3,0
WAIAdNA48,2018,30,E-commerce,AXX,22.012,3,3,0,0.07,0.0939,0,5,0
lBhHOTk43,2018,30,Stores,YXX,21.612,6,2,4,0.1411,0.0969,0,2,0
_1p1Lng92,2018,30,Stores,AXX,18.002,4,1,3,0.053,0.005,0,4,0
ABcsSqo12,2018,30,Stores,YXX,16.831999999999997,5,2,3,0.025,0.0329,0,2,0
ABcsSqo12,2018,30,Stores,AXX,16.831999999999997,8,2,6,0.2341,0.0185,0,6,0
j9xRydw19,2018,30,Stores,YXX,16.963,6,2,4,0.055,0.009,0,5,0
JEO5Tdk94,2018,30,Stores,YXX,24.281,6,4,2,0.097,0.007,0,1,0
grGpJJg41,2018,30,E-commerce,AXX,15.972999999999999,8,3,5,0.0519,0.1019,0,5,0
Qf0a2Mk12,2018,30,Stores,YXX,25.753,5,2,3,0.006,0.038,0,2,0
OBLNQPY29,2018,30,Stores,YXX,17.928999999999995,4,1,3,0.1404,0.1057,0,3,0
H-NHsh445,2018,30,Stores,AXX,13.296999999999999,14,8,6,0.5921000000000001,0.1272,0,6,0
GGv9px837,2018,30,E-commerce,AXX,20.604,5,2,3,0.087,0.0139,0,3,0
GGv9px837,2018,30,Stores,YXX,20.604,5,0,5,0.055,0.046,0,3,0
GGv9px837,2018,30,Stores,AXX,20.604,8,3,5,0.1805,0.0677,0,4,0
UsFs5G850,2018,30,Stores,AXX,21.213,4,1,3,0.076,0.0659,0,2,0
YAMo2k069,2018,30,Stores,AXX,21.923000000000002,4,4,0,0.052,0.084,0,4,0
L-xxE4Q48,2018,30,Stores,YXX,18.603,4,3,1,0.045,0.082,0,3,0
Qf0a2Mk12,2018,30,E-commerce,AXX,25.753,4,2,2,0.0579,0.027,0,4,0
L-xxE4Q48,2018,30,Stores,AXX,18.603,9,6,3,0.31179999999999997,0.1058,0,6,0
uuDgKao91,2018,30,Stores,AXX,14.657999999999998,8,1,7,0.22440000000000002,0.0199,0,3,0
d8rE8ww90,2018,30,Stores,YXX,15.891999999999998,4,4,0,0.09,0.056,0,2,0
d8rE8ww90,2018,30,Stores,AXX,15.891999999999998,5,5,0,0.1534,0.0879,0,6,0
JW5B1sU76,2018,30,Stores,AXX,15.523,6,0,6,0.088,0.095,0,2,0
jHWkELI29,2018,30,Stores,AXX,19.921999999999997,9,4,5,0.35850000000000004,0.0909,0,3,0
uUN1ePI84,2018,30,E-commerce,AXX,23.893,3,2,1,0.015,0.0259,0,1,0
uUN1ePI84,2018,30,Stores,AXX,23.893,7,5,2,0.122,0.0809,0,6,0
uuDgKao91,2018,30,Stores,YXX,14.657999999999998,4,0,4,0.097,0.079,0,0,0
MkRIDAs69,2018,30,E-commerce,AXX,11.255,7,0,7,0.0689,0.0229,0,3,0
oFRqQQI81,2018,30,E-commerce,AXX,18.793,6,0,6,0.0079,0.048,0,1,0
MkRIDAs69,2018,30,Stores,AXX,11.255,75,71,4,0.6618,0.265,0,34,0
WH0OrcY93,2018,30,Stores,YXX,16.012,6,6,0,0.1591,0.0525,0,4,0
WH0OrcY93,2018,30,Stores,AXX,16.012,7,6,1,0.7298,0.0863,0,13,0
MJe2EKU18,2018,30,E-commerce,AXX,26.389000000000003,7,1,6,0.0999,0.0,0,5,0
MJe2EKU18,2018,30,Stores,YXX,26.389000000000003,6,3,3,0.002,0.013,0,2,0
MJe2EKU18,2018,30,Stores,AXX,26.389000000000003,5,2,3,0.1795,0.0618,0,2,0
dYKt3Wk33,2018,30,Stores,YXX,21.083000000000002,4,4,0,0.078,0.051,0,0,0
dYKt3Wk33,2018,30,Stores,AXX,21.083000000000002,9,5,4,0.2117,0.041800000000000004,0,4,0
6XovRyw60,2018,30,Stores,AXX,17.852999999999998,5,1,4,0.037,0.055,0,5,0
WOB9dgc60,2018,30,Stores,YXX,24.049,7,2,5,0.033,0.024,0,1,0
WOB9dgc60,2018,30,Stores,AXX,24.049,8,5,3,0.11850000000000001,0.0259,0,3,0
IzAZn4I43,2018,30,E-commerce,AXX,21.141999999999996,4,3,1,0.0819,0.0819,0,3,0
IzAZn4I43,2018,30,Stores,YXX,21.141999999999996,5,2,3,0.1429,0.0348,0,7,0
IzAZn4I43,2018,30,Stores,AXX,21.141999999999996,12,9,3,0.9087000000000001,0.1278,0,11,0
pAYFl0o49,2018,30,Stores,YXX,20.351999999999997,4,0,4,0.014,0.009,0,3,0
pAYFl0o49,2018,30,Stores,AXX,20.351999999999997,9,4,5,0.1533,0.0278,0,3,0
eg49nog79,2018,30,Stores,AXX,20.102,6,6,0,0.22060000000000002,0.0254,0,8,0
eg49nog79,2018,30,Stores,YXX,20.102,4,3,1,0.027,0.089,0,3,0
y9ZBzPE41,2018,30,Stores,YXX,16.733,7,0,7,0.058,0.066,0,1,0
Xn_FSn049,2018,30,Stores,AXX,22.548000000000002,13,10,3,0.5865,0.0629,0,11,0
dzEXwy432,2018,30,Stores,YXX,22.163,4,1,3,0.098,0.095,0,3,0
dzEXwy432,2018,30,Stores,AXX,22.163,9,5,4,0.2098,0.0659,0,6,0
1pfSqSA59,2018,30,Stores,YXX,20.47,4,2,2,0.049,0.008,0,3,0
1pfSqSA59,2018,30,Stores,AXX,20.47,7,2,5,0.42200000000000004,0.0843,0,4,0
y5RXnaA68,2018,30,E-commerce,AXX,19.592999999999996,8,3,5,0.0979,0.028,0,1,0
y5RXnaA68,2018,30,Stores,AXX,19.592999999999996,6,3,3,0.03,0.083,0,1,0
slwsQQI83,2018,30,Stores,YXX,18.249,5,4,1,0.05,0.07,0,4,0
ZkVR77g89,2018,30,E-commerce,AXX,17.923,5,1,4,0.0949,0.031,0,4,0
slwsQQI83,2018,30,Stores,AXX,18.249,10,8,2,0.48119999999999996,0.11379999999999998,0,11,0
d3DnGxY43,2018,30,E-commerce,AXX,22.423000000000002,5,2,3,0.015,0.0649,0,5,0
d3DnGxY43,2018,30,Stores,AXX,22.423000000000002,7,0,7,0.04,0.0199,0,5,0
RR8lpr423,2018,30,Stores,AXX,23.313000000000002,3,3,0,0.028,0.1,0,2,0
1kBvbqI54,2018,30,E-commerce,AXX,13.452,7,1,6,0.0869,0.0159,0,4,0
1kBvbqI54,2018,30,Stores,YXX,13.452,6,4,2,0.024,0.024900000000000002,0,4,0
1kBvbqI54,2018,30,Stores,AXX,13.452,9,4,5,0.4572,0.0657,0,6,0
Xn_FSn049,2018,30,Stores,YXX,22.548000000000002,5,1,4,0.053500000000000006,0.0329,0,4,0
-nNz4Jc74,2018,30,Stores,AXX,22.372,5,4,1,0.026,0.053099999999999994,0,8,0
ZkVR77g89,2018,30,Stores,YXX,17.923,7,2,5,0.023,0.067,0,4,0
ZkVR77g89,2018,30,Stores,AXX,17.923,4,3,1,0.05,0.001,0,0,0
kemeUdo34,2018,30,E-commerce,AXX,22.327000000000005,4,1,3,0.0459,0.024,0,2,0
h3DWdec35,2018,30,Stores,YXX,20.508000000000003,11,5,6,0.1517,0.0732,0,13,0
h3DWdec35,2018,30,Stores,AXX,20.508000000000003,23,20,3,0.8581,0.2631,0,71,0
0LuVZCw44,2018,30,Stores,AXX,16.006999999999998,6,5,1,0.26839999999999997,0.1032,0,11,0
AkIBmw033,2018,30,E-commerce,AXX,28.034,3,1,2,0.0789,0.0069,0,7,0
DDbQk1c46,2018,30,E-commerce,AXX,16.722,4,2,2,0.0429,0.089,0,4,0
DDbQk1c46,2018,30,Stores,AXX,16.722,7,3,4,0.1106,0.0698,0,7,0
O7EjUKQ69,2018,30,Stores,YXX,15.455,7,1,6,0.054,0.084,0,2,0
tRaqmgQ14,2018,30,Stores,AXX,18.692,4,2,2,0.1267,0.0589,0,6,0
O7EjUKQ69,2018,30,Stores,AXX,15.455,13,12,1,0.4827,0.11610000000000001,0,9,0
_DKS7Ec15,2018,30,Stores,YXX,23.923,10,5,5,0.19569999999999999,0.1082,0,7,0
_DKS7Ec15,2018,30,Stores,AXX,23.923,17,15,2,0.7535000000000001,0.1622,0,25,0
3_P5akA35,2018,30,Stores,YXX,17.315000000000005,6,2,4,0.023,0.019,0,3,0
3_P5akA35,2018,30,Stores,AXX,17.315000000000005,5,5,0,0.20879999999999999,0.0697,0,5,0
O4Iu-sI69,2018,30,Stores,YXX,18.503,3,1,2,0.023,0.049,0,1,0
O4Iu-sI69,2018,30,Stores,AXX,18.503,7,5,2,0.3284,0.07250000000000001,0,9,0
MkRIDAs69,2018,30,Stores,YXX,11.255,9,4,5,0.1856,0.052700000000000004,0,7,0
_DKS7Ec15,2018,30,E-commerce,AXX,23.923,6,4,2,0.044,0.0709,0,6,0
1viv1L027,2018,30,Stores,AXX,12.92,4,3,1,0.3468,0.0968,0,4,0
dsQFPKc33,2018,30,Stores,AXX,19.36,23,22,1,0.61585,0.19569999999999999,0,38,0
DShwDL887,2018,30,Stores,AXX,23.433,5,4,1,0.079,0.0229,0,4,0
kemeUdo34,2018,30,Stores,YXX,22.327000000000005,6,1,5,0.058,0.068,0,5,0
kemeUdo34,2018,30,Stores,AXX,22.327000000000005,9,4,5,0.47509999999999997,0.1622,0,11,0
IcBrC_A34,2018,30,E-commerce,AXX,20.263,6,3,3,0.0449,0.0959,0,3,0
V_7njiw71,2018,30,E-commerce,AXX,31.914000000000005,7,0,7,0.0949,0.065,0,3,0
jR3-klc94,2018,30,E-commerce,AXX,29.954,6,3,3,0.0349,0.0799,0,5,0
fPOhC4o31,2018,30,Stores,AXX,21.243,3,1,2,0.063,0.0879,0,6,0
x2qMHU877,2018,30,Stores,YXX,23.095,4,1,3,0.038,0.04,0,3,0
dsQFPKc33,2018,30,Stores,YXX,19.36,6,3,3,0.1276,0.07970000000000001,0,6,0
x2qMHU877,2018,30,Stores,AXX,23.095,5,2,3,0.1745,0.0748,0,7,0
SwwYSC015,2018,30,Stores,AXX,13.572,8,5,3,0.5087,0.11,0,3,0
uPR3WQc19,2018,30,Stores,YXX,19.423,4,0,4,0.085,0.019,0,2,0
uPR3WQc19,2018,30,Stores,AXX,19.423,6,5,1,0.1751,0.0539,0,5,0
c1bGQ3w23,2018,30,E-commerce,AXX,23.363999999999997,7,2,5,0.0459,0.0579,0,2,0
c1bGQ3w23,2018,30,Stores,YXX,23.363999999999997,8,4,4,0.0631,0.038,0,3,0
c1bGQ3w23,2018,30,Stores,AXX,23.363999999999997,14,8,6,0.4929,0.1068,0,20,0
DShwDL887,2018,30,Stores,YXX,23.433,3,2,1,0.019,0.026,0,0,0
SwwYSC015,2018,30,Stores,YXX,13.572,7,5,2,0.0673,0.03,0,3,0
1viv1L027,2018,30,Stores,YXX,12.92,4,0,4,0.072,0.033,0,4,0
B5dGKnc10,2018,30,Stores,AXX,16.813,4,4,0,0.048,0.0774,0,3,0
PxfN8u483,2018,30,Stores,YXX,23.889,6,0,6,0.083,0.037,0,1,0
Dcb2qNQ26,2018,30,Stores,AXX,17.375,5,5,0,0.2319,0.0587,0,4,0
V2XqoeM33,2018,30,Stores,YXX,17.003,5,3,2,0.2065,0.0638,0,6,0
V2XqoeM33,2018,30,Stores,AXX,17.003,7,5,2,0.4504,0.042,0,12,0
LOMo-mc11,2018,30,Stores,YXX,16.552,4,2,2,0.04,0.063,0,2,0
xfKKfoI78,2018,30,E-commerce,AXX,15.482999999999999,3,0,3,0.0309,0.0369,0,6,0
xx957I055,2018,30,Stores,AXX,15.957,5,3,2,0.2258,0.0723,0,7,0
AKKUj5w12,2018,30,Stores,AXX,15.631999999999998,6,2,4,0.001,0.0549,0,2,0
S8-mpK489,2018,30,Stores,YXX,16.700000000000003,4,4,0,0.0,0.077,0,4,0
S8-mpK489,2018,30,Stores,AXX,16.700000000000003,10,6,4,0.2608,0.0922,0,9,0
GkT-G2M18,2018,30,Stores,YXX,20.241999999999997,4,1,3,0.073,0.05,0,3,0
GkT-G2M18,2018,30,Stores,AXX,20.241999999999997,9,8,1,0.5893,0.2244,0,18,0
BA1iiH015,2018,30,E-commerce,AXX,25.865,5,0,5,0.0449,0.0799,0,3,0
cn5Dz4851,2018,30,Stores,YXX,13.979000000000001,5,4,1,0.15139999999999998,0.0938,0,3,0
cn5Dz4851,2018,30,Stores,AXX,13.979000000000001,8,8,0,0.49350000000000005,0.07100000000000001,0,13,0
jxk0Jto24,2018,30,Stores,AXX,19.022,7,3,4,0.076,0.0629,0,1,0
Dcb2qNQ26,2018,30,Stores,YXX,17.375,6,4,2,0.086,0.0,0,3,0
oB4vvrs68,2018,30,Stores,AXX,22.548,9,5,4,0.2822,0.0664,0,7,0
oB4vvrs68,2018,30,Stores,YXX,22.548,6,2,4,0.068,0.0799,0,2,0
oB4vvrs68,2018,30,E-commerce,AXX,22.548,3,2,1,0.021,0.0439,0,1,0
PxfN8u483,2018,30,Stores,AXX,23.889,9,7,2,0.3517,0.0645,0,7,0
2Zel0L092,2018,30,Stores,AXX,25.163,4,4,0,0.053000000000000005,0.065,0,3,0
CptL1Vo82,2018,30,Stores,YXX,12.932,5,0,5,0.043,0.092,0,1,0
CptL1Vo82,2018,30,Stores,AXX,12.932,4,2,2,0.15009999999999998,0.0347,0,5,0
JY_m6Dw93,2018,30,Stores,YXX,22.003,3,1,2,0.053,0.031,0,0,0
JY_m6Dw93,2018,30,Stores,AXX,22.003,8,3,5,0.1304,0.0098,0,7,0
w2F28TA58,2018,30,Stores,AXX,20.602000000000004,8,2,6,0.3457,0.1062,0,6,0
ZTrnJEM73,2018,30,E-commerce,AXX,13.498000000000001,3,0,3,0.056,0.0469,0,5,0
Uw38L8Q23,2018,30,Stores,AXX,20.323,4,3,1,0.035,0.021,0,2,0
P8SIjKA88,2018,30,Stores,AXX,12.885,16,10,6,0.9865,0.4179,0,23,0
KvR7UA466,2018,30,Stores,YXX,14.843,6,0,6,0.096,0.0229,0,6,0
KvR7UA466,2018,30,Stores,AXX,14.843,7,5,2,0.3436,0.0555,0,6,0
5voVMCQ35,2018,30,Stores,YXX,16.083,4,4,0,0.002,0.002,0,1,0
5voVMCQ35,2018,30,Stores,AXX,16.083,4,4,0,0.07,0.085,0,5,0
o5qDpZc78,2018,30,Stores,YXX,15.319,5,2,3,0.029,0.031,0,3,0
o5qDpZc78,2018,30,Stores,AXX,15.319,7,5,2,0.21610000000000001,0.1028,0,4,0
P8SIjKA88,2018,30,Stores,YXX,12.885,5,2,3,0.002,0.0224,0,4,0
ZTrnJEM73,2018,30,Stores,YXX,13.498000000000001,6,0,6,0.0,0.076,0,4,0
GvuEKUE90,2018,30,E-commerce,AXX,15.022,7,1,6,0.08,0.0779,0,6,0
6b2JXVU81,2018,30,Stores,AXX,22.703000000000003,6,2,4,0.005,0.0629,0,6,0
e_kVAek47,2018,30,Stores,AXX,18.493999999999996,7,1,6,0.14600000000000002,0.0388,0,4,0
9Y87uBk53,2018,30,E-commerce,AXX,19.352999999999998,7,2,5,0.032,0.086,0,5,0
9Y87uBk53,2018,30,Stores,YXX,19.352999999999998,6,0,6,0.028,0.017,0,4,0
9Y87uBk53,2018,30,Stores,AXX,19.352999999999998,8,5,3,0.2702,0.0727,0,5,0
J8uCtyM24,2018,30,Stores,YXX,21.383,3,0,3,0.06,0.026,0,4,0
3Cj8b4o90,2018,30,Stores,YXX,25.938000000000002,5,0,5,0.085,0.0909,0,6,0
3Cj8b4o90,2018,30,Stores,AXX,25.938000000000002,6,5,1,0.4739,0.07,0,12,0
e_kVAek47,2018,30,Stores,YXX,18.493999999999996,4,0,4,0.095,0.0,0,3,0
n2MB3WM93,2018,30,Stores,YXX,16.797000000000004,3,0,3,0.075,0.07,0,2,0
uUVM7Co29,2018,30,Stores,YXX,16.683,3,1,2,0.048,0.022,0,4,0
uUVM7Co29,2018,30,Stores,AXX,16.683,5,1,4,0.1751,0.0218,0,6,0
275gnpA94,2018,30,E-commerce,AXX,18.063000000000002,4,3,1,0.069,0.0319,0,2,0
275gnpA94,2018,30,Stores,YXX,18.063000000000002,5,1,4,0.027,0.0669,0,3,0
275gnpA94,2018,30,Stores,AXX,18.063000000000002,11,4,7,0.2525,0.1012,0,10,0
ZTrnJEM73,2018,30,Stores,AXX,13.498000000000001,6,1,5,0.24860000000000002,0.0998,0,3,0
PxfN8u483,2018,30,E-commerce,AXX,23.889,5,1,4,0.0949,0.0909,0,4,0
n2MB3WM93,2018,30,Stores,AXX,16.797000000000004,7,1,6,0.3046,0.1328,0,3,0
5I7XkXo19,2018,30,Stores,AXX,18.0,4,4,0,0.029,0.1163,0,2,0
2Zel0L092,2018,30,E-commerce,AXX,25.163,5,3,2,0.041,0.0799,0,5,0
56XDU9w93,2018,30,Stores,AXX,26.059,6,1,5,0.085,0.0295,0,7,0
_s-0LQ031,2018,30,E-commerce,AXX,30.185,6,3,3,0.0319,0.021,0,5,0
5I7XkXo19,2018,30,Stores,YXX,18.0,5,4,1,0.098,0.08070000000000001,0,7,0
7Sg3F8k82,2018,30,E-commerce,AXX,15.533,6,2,4,0.0399,0.035,0,3,0
6HIdtCs65,2018,30,Stores,AXX,23.622999999999998,7,3,4,0.32980000000000004,0.1064,0,6,0
_s-0LQ031,2018,30,Stores,AXX,30.185,3,0,3,0.032,0.051,0,4,0
RmOWQyA64,2018,30,Stores,YXX,17.173000000000002,6,1,5,0.096,0.097,0,4,0
oM6k_kU82,2018,30,Stores,YXX,22.762999999999998,7,2,5,0.003,0.031,0,0,0
oM6k_kU82,2018,30,Stores,AXX,22.762999999999998,4,1,3,0.159,0.1009,0,7,0
RmOWQyA64,2018,30,Stores,AXX,17.173000000000002,11,9,2,0.31889999999999996,0.0902,0,9,0
lG_hbrc95,2018,30,Stores,AXX,18.183,6,1,5,0.083,0.0309,0,5,0
RyRbExc36,2018,30,Stores,YXX,17.878999999999998,4,3,1,0.035,0.001,0,5,0
RyRbExc36,2018,30,Stores,AXX,17.878999999999998,7,1,6,0.18369999999999997,0.0955,0,7,0
95_g3FI83,2018,30,E-commerce,AXX,25.184,5,2,3,0.0969,0.0499,0,5,0
Sqz_-t427,2018,30,Stores,YXX,19.067999999999998,4,4,0,0.093,0.024,0,2,0
Sqz_-t427,2018,30,Stores,AXX,19.067999999999998,4,4,0,0.3267,0.0922,0,4,0
56XDU9w93,2018,30,Stores,YXX,26.059,7,1,6,0.063,0.059,0,0,0
dHO6RK461,2018,30,Stores,AXX,17.836000000000002,4,4,0,0.3257,0.0806,0,3,0
oRAankI44,2018,31,Stores,AXX,19.442,8,1,7,0.1336,0.0915,0,8,0
6dwxCuM13,2018,31,Stores,YXX,26.12,5,2,3,0.05,0.038,0,2,0
6dwxCuM13,2018,31,Stores,AXX,26.12,7,4,3,0.095,0.0309,0,3,0
QMWsjXE66,2018,31,E-commerce,AXX,25.643,7,4,3,0.049,0.0399,0,1,0
QMWsjXE66,2018,31,Stores,AXX,25.643,5,3,2,0.1746,0.0308,0,6,0
eGSlRhI37,2018,31,Stores,YXX,18.884999999999998,5,4,1,0.014,0.064,0,0,0
g7aJMn895,2018,31,Stores,AXX,15.204999999999998,4,1,3,0.124,0.042800000000000005,0,6,0
OklK_p432,2018,31,Stores,AXX,22.461999999999996,7,2,5,0.001,0.068,0,0,0
qTUdhLE40,2018,31,E-commerce,AXX,17.541999999999998,4,0,4,0.001,0.037,0,1,0
qTUdhLE40,2018,31,Stores,AXX,17.541999999999998,6,1,5,0.22820000000000001,0.060700000000000004,0,2,0
g7aJMn895,2018,31,Stores,YXX,15.204999999999998,3,1,2,0.018,0.054,0,1,0
7Pn235s86,2018,31,E-commerce,AXX,14.332,4,1,3,0.0869,0.0339,0,6,0
3jHlU6w33,2018,31,E-commerce,AXX,25.613,3,3,0,0.0259,0.05,0,1,0
HmJW6SM45,2018,31,E-commerce,AXX,18.729,7,3,4,0.0559,0.0869,0,2,0
eGSlRhI37,2018,31,Stores,AXX,18.884999999999998,4,0,4,0.005,0.0924,0,6,0
s0Ft2uI96,2018,31,Stores,YXX,25.013999999999996,7,2,5,0.024,0.0638,0,7,0
vfMuXu855,2018,31,Stores,YXX,20.023,8,2,6,0.1346,0.0158,0,7,0
qz73vLM20,2018,31,Stores,AXX,16.732,9,6,3,0.5115999999999999,0.0681,0,13,0
CCuyJXo47,2018,31,Stores,AXX,13.289,10,5,5,0.3764,0.0904,0,9,0
U6Od7aY76,2018,31,Stores,YXX,24.478,7,1,6,0.029,0.0,0,1,0
OZNKPWg14,2018,31,E-commerce,AXX,20.921999999999997,3,0,3,0.019,0.0719,0,6,0
OZNKPWg14,2018,31,Stores,YXX,20.921999999999997,8,1,7,0.1759,0.0511,0,2,0
OZNKPWg14,2018,31,Stores,AXX,20.921999999999997,8,1,7,0.2905,0.1221,0,7,0
apMQgk887,2018,31,E-commerce,AXX,21.082,5,2,3,0.009899999999999999,0.074,0,5,0
apMQgk887,2018,31,Stores,AXX,21.082,7,4,3,0.065,0.018,0,1,0
UZgQVYM71,2018,31,Stores,AXX,19.163,7,4,3,0.043,0.033,0,3,0
EdK_tws31,2018,31,Stores,AXX,19.182,6,2,4,0.19579999999999997,0.0745,0,4,0
vO82NQQ86,2018,31,Stores,AXX,24.423000000000002,4,4,0,0.154,0.0945,0,5,0
mGOdPGw17,2018,31,Stores,AXX,14.532,3,2,1,0.045,0.044,0,0,0
vfMuXu855,2018,31,Stores,AXX,20.023,5,5,0,0.4566,0.0921,0,7,0
rBFx0FQ93,2018,31,E-commerce,AXX,23.233,7,0,7,0.0079,0.0959,0,3,0
JoQ7vPE66,2018,31,Stores,YXX,19.714999999999996,6,0,6,0.024,0.0729,0,2,0
JoQ7vPE66,2018,31,Stores,AXX,19.714999999999996,9,6,3,0.5357,0.0761,0,9,0
qz73vLM20,2018,31,Stores,YXX,16.732,4,2,2,0.094,0.0917,0,9,0
vO82NQQ86,2018,31,Stores,YXX,24.423000000000002,3,0,3,0.065,0.084,0,2,0
HmJW6SM45,2018,31,Stores,YXX,18.729,8,1,7,0.0508,0.0587,0,10,0
QD7VMO857,2018,31,Stores,AXX,16.212999999999997,7,3,4,0.14900000000000002,0.009,0,0,0
yWRD1_w75,2018,31,Stores,YXX,20.973,6,1,5,0.078,0.086,0,3,0
NtwxRak72,2018,31,Stores,AXX,20.692,16,16,0,0.7413,0.1023,0,38,0
HQjmqSo88,2018,31,E-commerce,AXX,17.153,4,3,1,0.0419,0.0339,0,5,0
HQjmqSo88,2018,31,Stores,AXX,17.153,4,3,1,0.032,0.0109,0,3,0
zJE2VoE83,2018,31,Stores,YXX,18.985000000000003,5,1,4,0.06,0.003,0,4,0
zJE2VoE83,2018,31,Stores,AXX,18.985000000000003,8,8,0,0.6643,0.12310000000000001,0,11,0
Wq-0ed034,2018,31,E-commerce,AXX,24.923,6,1,5,0.057,0.0189,0,4,0
K8NBSf496,2018,31,Stores,YXX,22.152,7,4,3,0.036,0.037,0,2,0
K8NBSf496,2018,31,Stores,AXX,22.152,6,5,1,0.1718,0.071,0,2,0
vXCZxAE61,2018,31,Stores,AXX,16.423,4,2,2,0.046,0.092,0,0,0
DziYD6A70,2018,31,Stores,AXX,23.903000000000002,5,5,0,0.117,0.0518,0,6,0
nh53Vk064,2018,31,Stores,YXX,22.14,7,1,6,0.079,0.099,0,2,0
nh53Vk064,2018,31,Stores,AXX,22.14,16,11,5,0.5642,0.12360000000000002,0,29,0
CCuyJXo47,2018,31,Stores,YXX,13.289,5,2,3,0.048,0.009,0,2,0
1borRa881,2018,31,E-commerce,AXX,13.018,5,3,2,0.0819,0.076,0,1,0
1borRa881,2018,31,Stores,YXX,13.018,7,2,5,0.024,0.0648,0,3,0
NtwxRak72,2018,31,Stores,YXX,20.692,6,6,0,0.11810000000000001,0.0318,0,7,0
b9VLpvA17,2018,31,Stores,AXX,22.113,4,4,0,0.02,0.1029,0,5,0
b9VLpvA17,2018,31,E-commerce,AXX,22.113,3,0,3,0.033,0.0229,0,4,0
Z169KsU12,2018,31,Stores,AXX,21.592,7,4,3,0.031,0.069,0,1,0
yWRD1_w75,2018,31,Stores,AXX,20.973,6,6,0,0.2631,0.0818,0,3,0
vpRg6zM48,2018,31,E-commerce,AXX,21.813,4,1,3,0.061900000000000004,0.0039,0,6,0
abSQc1A93,2018,31,Stores,AXX,14.052,6,6,0,0.255,0.0606,0,8,0
TxZBlb049,2018,31,Stores,YXX,16.332,4,2,2,0.031,0.033,0,0,0
TxZBlb049,2018,31,Stores,AXX,16.332,6,0,6,0.042,0.0549,0,7,0
A23_ycU58,2018,31,E-commerce,AXX,19.101999999999997,6,0,6,0.0139,0.0199,0,5,0
A23_ycU58,2018,31,Stores,AXX,19.101999999999997,11,5,6,0.4141,0.0698,0,10,0
HmJW6SM45,2018,31,Stores,AXX,18.729,8,5,3,0.6296,0.1394,0,13,0
UVHzi7g60,2018,31,Stores,YXX,18.703000000000003,4,2,2,0.082,0.02,0,2,0
MnZd75s34,2018,31,Stores,YXX,13.751999999999999,3,3,0,0.097,0.077,0,5,0
MnZd75s34,2018,31,Stores,AXX,13.751999999999999,4,1,3,0.1722,0.0327,0,7,0
3ISiz2Q52,2018,31,Stores,AXX,24.283,8,5,3,0.1344,0.0618,0,4,0
PGK-GsQ43,2018,31,Stores,YXX,20.080000000000005,3,3,0,0.049,0.085,0,2,0
pek01UY60,2018,31,Stores,AXX,14.302,11,6,5,0.6143,0.1595,0,7,0
D_jD1ac10,2018,31,Stores,AXX,15.892,4,2,2,0.08660000000000001,0.0609,0,2,0
h2jKDfY64,2018,31,Stores,YXX,19.287999999999997,6,4,2,0.012,0.003,0,4,0
UVHzi7g60,2018,31,Stores,AXX,18.703000000000003,7,5,2,0.17270000000000002,0.0049,0,5,0
u1CMg_g29,2018,31,Stores,AXX,21.872999999999998,7,3,4,0.086,0.032,0,5,0
gzLOBgg40,2018,31,Stores,YXX,13.927,6,4,2,0.1174,0.0557,0,3,0
w215nqc19,2018,31,Stores,YXX,16.012999999999998,5,4,1,0.054,0.0969,0,5,0
9teu7Hk44,2018,31,Stores,AXX,18.093,7,5,2,0.1268,0.0379,0,4,0
