ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory
S-Zd--o39,2018,4,E-commerce,AXX,16.641,6,4,2,0.0509,0.0919,0,3,0
S-Zd--o39,2018,4,Stores,YXX,16.641,8,4,4,0.2903,0.0936,0,7,0
S-Zd--o39,2018,4,Stores,AXX,16.641,139,22,117,1.0095,0.6299,27,23,53
jJNb1GQ90,2018,4,Stores,AXX,20.244999999999997,165,3,162,0.078,0.049,0,5,43
kj9393g22,2018,4,E-commerce,AXX,20.866999999999997,5,2,3,0.0749,0.0269,0,9,0
ytubWhA51,2018,4,Stores,AXX,24.317999999999998,168,17,151,0.5515,0.026,126,2,5
VpylCPs88,2018,4,Stores,AXX,19.313,20,7,13,0.1551,0.08070000000000001,2,9,8
3qXlQhc28,2018,4,E-commerce,AXX,20.723,5,2,3,0.1009,0.0199,0,8,0
Fr3MLuI86,2018,4,Stores,YXX,20.503,10,6,4,0.16570000000000001,0.07250000000000001,0,9,0
Z_RUZOk26,2018,4,E-commerce,AXX,14.137000000000002,5,1,4,0.0979,0.0939,0,3,0
EyOuFLQ88,2018,4,E-commerce,AXX,21.803,6,2,4,0.07390000000000001,0.0929,0,6,0
EyOuFLQ88,2018,4,Stores,AXX,21.803,17,6,11,0.7232000000000001,0.2592,0,9,0
XgGS-Gw29,2018,4,Stores,YXX,18.007000000000005,8,2,6,0.1421,0.054400000000000004,0,8,0
S7YA0SQ91,2018,4,Stores,AXX,24.983000000000004,21,7,14,0.1691,0.0609,0,5,0
xAcRsc449,2018,4,E-commerce,AXX,18.642,6,2,4,0.0719,0.0199,0,6,0
tqRVQnc11,2018,4,Stores,AXX,31.285,6,1,5,0.022,0.037,0,4,0
9O8RTHY72,2018,4,E-commerce,AXX,14.743,9,2,7,0.0199,0.0589,0,12,0
9O8RTHY72,2018,4,Stores,YXX,14.743,11,9,2,0.16460000000000002,0.1095,0,19,0
9O8RTHY72,2018,4,Stores,AXX,14.743,118,81,37,0.8597,0.7413,8,220,0
O4Iu-sI69,2018,4,E-commerce,AXX,18.503,5,2,3,0.0549,0.0169,0,5,0
Z_RUZOk26,2018,4,Stores,YXX,14.137000000000002,5,2,3,0.0303,0.0765,0,5,0
9TvhYgg41,2018,4,Stores,AXX,22.763999999999996,165,62,103,0.6212,0.3117,36,69,28
Fr3MLuI86,2018,4,E-commerce,AXX,20.503,6,1,5,0.009899999999999999,0.0519,0,8,0
HFpHMsQ36,2018,4,Stores,AXX,15.139999999999999,101,64,37,1.02035,0.19,0,36,0
bjtzCho93,2018,4,E-commerce,AXX,21.383,8,2,6,0.0569,0.0949,0,3,0
__JTjmg65,2018,4,Stores,YXX,22.067999999999998,8,3,5,0.0435,0.069,0,5,0
sC6CR9s11,2018,4,E-commerce,AXX,15.722000000000001,6,4,2,0.0609,0.0559,0,5,0
sC6CR9s11,2018,4,Stores,YXX,15.722000000000001,6,0,6,0.018,0.0079,0,3,0
ZjBNXC051,2018,4,Stores,AXX,21.547,13,7,6,0.1645,0.0238,9,3,0
1d_OHvY71,2018,4,E-commerce,AXX,14.912999999999998,7,3,4,0.0819,0.0859,0,6,0
1d_OHvY71,2018,4,Stores,YXX,14.912999999999998,7,3,4,0.094,0.004,0,3,0
bjbkqqM42,2018,4,E-commerce,AXX,15.753000000000002,6,0,6,0.0799,0.1009,0,4,0
bjbkqqM42,2018,4,Stores,YXX,15.753000000000002,6,1,5,0.0744,0.0758,0,6,0
bjbkqqM42,2018,4,Stores,AXX,15.753000000000002,37,18,19,0.5312,0.14,0,18,0
kBp0FpM69,2018,4,E-commerce,AXX,17.423,17,4,13,0.0199,0.009899999999999999,8,6,0
rX406Qs15,2018,4,Stores,YXX,18.323,8,4,4,0.027700000000000002,0.048,0,5,0
E9ryGxE18,2018,4,Stores,YXX,19.101999999999997,6,1,5,0.035,0.0789,0,4,0
E9ryGxE18,2018,4,Stores,AXX,19.101999999999997,29,9,20,0.1731,0.1302,6,18,0
Ln__EG879,2018,4,E-commerce,AXX,20.003999999999998,6,3,3,0.0109,0.0839,0,3,0
7rnc4zQ74,2018,4,E-commerce,AXX,20.407,5,0,5,0.0059,0.0989,0,10,0
vetlhJU57,2018,4,E-commerce,AXX,17.008000000000003,6,4,2,0.0499,0.0139,0,5,0
J0vg7Tw34,2018,4,Stores,YXX,17.945,7,1,6,0.007,0.0538,0,2,0
J0vg7Tw34,2018,4,Stores,AXX,17.945,32,16,16,0.4846,0.1787,0,34,14
O3nnJHE47,2018,4,Stores,YXX,17.235,7,5,2,0.0752,0.0339,0,4,0
HFpHMsQ36,2018,4,E-commerce,AXX,15.139999999999999,6,4,2,0.0829,0.0779,0,6,0
HFpHMsQ36,2018,4,Stores,YXX,15.139999999999999,13,12,1,0.3234,0.0788,0,4,0
E9ryGxE18,2018,4,E-commerce,AXX,19.101999999999997,9,4,5,0.0039,0.0799,0,6,0
B5dGKnc10,2018,4,Stores,AXX,16.813,13,7,6,0.2576,0.1421,0,3,0
XgGS-Gw29,2018,4,E-commerce,AXX,18.007000000000005,9,4,5,0.0589,0.0199,0,12,0
tRaqmgQ14,2018,4,Stores,AXX,18.692,16,4,12,0.15689999999999998,0.0679,0,5,0
ABcsSqo12,2018,4,Stores,AXX,16.831999999999997,68,11,57,0.3487,0.0516,0,11,0
arqBIlY23,2018,4,E-commerce,AXX,16.798000000000002,5,3,2,0.0829,0.0079,0,5,0
arqBIlY23,2018,4,Stores,YXX,16.798000000000002,7,0,7,0.076,0.059,0,3,0
arqBIlY23,2018,4,Stores,AXX,16.798000000000002,29,11,18,0.401,0.1111,0,7,0
SlQVItw49,2018,4,Stores,YXX,16.947,8,5,3,0.24819999999999998,0.08510000000000001,0,3,0
qipBMZo84,2018,4,E-commerce,AXX,18.659,6,4,2,0.0229,0.0219,0,4,0
qipBMZo84,2018,4,Stores,YXX,18.659,16,11,5,0.3286,0.0723,0,6,0
qipBMZo84,2018,4,Stores,AXX,18.659,129,62,67,0.6109749999999999,0.28459999999999996,0,28,0
y0oqTGk42,2018,4,E-commerce,AXX,23.962999999999997,9,2,7,0.0859,0.0189,0,7,0
UTGzbT076,2018,4,Stores,YXX,19.362,4,0,4,0.085,0.016,0,1,0
ABcsSqo12,2018,4,Stores,YXX,16.831999999999997,4,0,4,0.064,0.049,0,0,0
erHDp4064,2018,4,E-commerce,AXX,17.843,9,4,5,0.0039,0.0829,0,4,0
U5O7TuQ23,2018,4,E-commerce,AXX,16.813,7,1,6,0.0359,0.0509,0,9,0
U5O7TuQ23,2018,4,Stores,YXX,16.813,6,5,1,0.047799999999999995,0.0675,0,9,0
U5O7TuQ23,2018,4,Stores,AXX,16.813,105,48,57,0.9783999999999999,0.295,2,55,0
y7I1jOk55,2018,4,Stores,AXX,24.043,23,10,13,0.2168,0.0157,0,3,0
jJjQzsk68,2018,4,E-commerce,AXX,22.273,5,3,2,0.0769,0.0849,0,4,0
DqT0EVA64,2018,4,E-commerce,AXX,23.022000000000002,5,4,1,0.0299,0.07390000000000001,0,2,0
DqT0EVA64,2018,4,Stores,YXX,23.022000000000002,10,9,1,0.33399999999999996,0.1919,0,9,0
DqT0EVA64,2018,4,Stores,AXX,23.022000000000002,85,41,44,0.98765,0.5467500000000001,0,54,0
zAiVNcI37,2018,4,Stores,YXX,15.572000000000003,7,1,6,0.006,0.067,0,5,0
zAiVNcI37,2018,4,Stores,AXX,15.572000000000003,42,24,18,0.2432,0.0771,0,9,0
AFv2dWk89,2018,4,Stores,AXX,16.616999999999997,58,30,28,0.9771000000000001,0.6486000000000001,16,98,9
UZdQUC499,2018,4,Stores,YXX,17.381999999999998,7,5,2,0.0515,0.062,0,3,0
ABcsSqo12,2018,4,E-commerce,AXX,16.831999999999997,9,4,5,0.0849,0.0779,0,2,0
lBhHOTk43,2018,4,Stores,YXX,21.612,18,15,3,0.33549999999999996,0.1096,0,13,0
Jl1HtxU60,2018,4,E-commerce,AXX,22.372999999999998,6,1,5,0.0229,0.0869,0,4,0
qKhBmA876,2018,4,Stores,AXX,22.712,10,5,5,0.1165,0.0859,0,5,0
XebtiUQ79,2018,4,Stores,AXX,14.372999999999998,42,10,32,0.182,0.0838,3,4,0
WSqOy9k37,2018,4,Stores,YXX,21.817,7,3,4,0.0698,0.0398,0,7,0
WSqOy9k37,2018,4,Stores,AXX,21.817,156,61,95,0.6899000000000001,0.3731,0,96,77
CWZl3zg61,2018,4,Stores,YXX,14.572999999999999,4,2,2,0.046,0.077,0,0,0
kHksQbM68,2018,4,Stores,YXX,19.268,7,3,4,0.2959,0.1247,0,8,0
1P61FwU29,2018,4,E-commerce,AXX,21.844,6,0,6,0.0349,0.0239,0,4,0
1P61FwU29,2018,4,Stores,AXX,21.844,10,4,6,0.14600000000000002,0.0207,0,1,0
UsFs5G850,2018,4,Stores,AXX,21.213,50,7,43,0.10650000000000001,0.019,28,4,0
_1p1Lng92,2018,4,Stores,AXX,18.002,61,0,61,0.065,0.005,24,1,14
YAMo2k069,2018,4,Stores,AXX,21.923000000000002,7,4,3,0.27340000000000003,0.08910000000000001,0,16,0
OBLNQPY29,2018,4,Stores,YXX,17.928999999999995,5,1,4,0.1271,0.0584,0,5,0
tFt2MCc51,2018,4,E-commerce,AXX,16.522,6,4,2,0.0509,0.0639,0,6,0
tFt2MCc51,2018,4,Stores,YXX,16.522,10,8,2,0.2911,0.0772,0,3,0
tFt2MCc51,2018,4,Stores,AXX,16.522,68,29,39,0.95155,0.7725,0,33,0
gKS8PzM77,2018,4,E-commerce,AXX,15.912999999999997,7,4,3,0.0309,0.0539,0,6,0
gKS8PzM77,2018,4,Stores,YXX,15.912999999999997,6,6,0,0.0738,0.07050000000000001,0,8,0
gKS8PzM77,2018,4,Stores,AXX,15.912999999999997,111,69,42,0.7371000000000001,0.6094,0,137,0
Cba2FPY50,2018,4,E-commerce,AXX,20.013,9,0,9,0.0379,0.0689,0,6,0
Cba2FPY50,2018,4,Stores,AXX,20.013,15,4,11,0.08560000000000001,0.0137,9,3,0
WAIAdNA48,2018,4,E-commerce,AXX,22.012,14,0,14,0.0559,0.0819,0,3,0
uuDgKao91,2018,4,Stores,AXX,14.657999999999998,136,10,126,0.2891,0.0786,26,16,85
0qH575c50,2018,4,E-commerce,AXX,21.043,4,1,3,0.0309,0.0559,0,6,0
JEO5Tdk94,2018,4,Stores,YXX,24.281,11,8,3,0.0469,0.0849,0,3,0
LExiVNA75,2018,4,E-commerce,AXX,16.438000000000002,8,2,6,0.0499,0.0169,0,18,0
J8uCtyM24,2018,4,E-commerce,AXX,21.383,8,0,8,0.0769,0.0589,0,14,0
J8uCtyM24,2018,4,Stores,YXX,21.383,10,8,2,0.1624,0.0874,0,10,0
dzEXwy432,2018,4,E-commerce,AXX,22.163,8,4,4,0.0409,0.0409,0,5,0
dzEXwy432,2018,4,Stores,YXX,22.163,5,5,0,0.0476,0.0629,0,4,0
dzEXwy432,2018,4,Stores,AXX,22.163,53,24,29,0.73235,0.10400000000000001,0,14,0
y5RXnaA68,2018,4,E-commerce,AXX,19.592999999999996,15,1,14,0.0069,0.1009,14,2,0
1kBvbqI54,2018,4,Stores,YXX,13.452,10,4,6,0.16849999999999998,0.0339,0,4,0
1kBvbqI54,2018,4,Stores,AXX,13.452,86,45,41,0.6872,0.1996,7,35,37
y9ZBzPE41,2018,4,E-commerce,AXX,16.733,8,0,8,0.0789,0.0139,0,6,0
y9ZBzPE41,2018,4,Stores,YXX,16.733,14,11,3,0.3191,0.09739999999999999,0,13,0
Sqz_-t427,2018,4,Stores,AXX,19.067999999999998,13,8,5,0.7173,0.20779999999999998,-1,5,0
MJe2EKU18,2018,4,E-commerce,AXX,26.389000000000003,8,2,6,0.0299,0.0039,0,5,0
dYKt3Wk33,2018,4,Stores,YXX,21.083000000000002,5,5,0,0.093,0.0119,0,8,0
dYKt3Wk33,2018,4,Stores,AXX,21.083000000000002,86,50,36,1.0071,0.23820000000000002,0,38,0
qlnhkpc11,2018,4,Stores,YXX,24.25,4,2,2,0.052,0.022,0,2,0
SwwYSC015,2018,4,Stores,AXX,13.572,183,42,141,0.77005,0.40490000000000004,67,22,65
uPR3WQc19,2018,4,E-commerce,AXX,19.423,7,1,6,0.0159,0.0549,0,5,0
uPR3WQc19,2018,4,Stores,YXX,19.423,6,5,1,0.0601,0.07390000000000001,0,5,0
uPR3WQc19,2018,4,Stores,AXX,19.423,111,44,67,0.9646999999999999,0.212,2,69,0
c1bGQ3w23,2018,4,Stores,AXX,23.363999999999997,152,18,134,0.3638,0.0795,81,7,37
QxITX0E23,2018,4,Stores,AXX,19.571999999999996,9,3,6,0.0464,0.0759,0,7,0
tRaqmgQ14,2018,4,E-commerce,AXX,18.692,8,1,7,0.0139,0.0149,0,4,0
dYKt3Wk33,2018,4,E-commerce,AXX,21.083000000000002,5,0,5,0.0379,0.0369,0,7,0
Sqz_-t427,2018,4,E-commerce,AXX,19.067999999999998,6,2,4,0.0789,0.0039,0,3,0
MJe2EKU18,2018,4,Stores,AXX,26.389000000000003,30,13,17,0.24439999999999998,0.0411,0,12,0
_s-0LQ031,2018,4,Stores,AXX,30.185,11,3,8,0.1399,0.0487,0,3,0
LExiVNA75,2018,4,Stores,YXX,16.438000000000002,24,22,2,0.39580000000000004,0.0462,0,11,0
LExiVNA75,2018,4,Stores,AXX,16.438000000000002,264,137,127,0.6262,0.38580000000000003,0,115,83
eOov1L022,2018,4,E-commerce,AXX,13.767,7,4,3,0.0219,0.0919,0,8,0
4fAc8S426,2018,4,E-commerce,AXX,17.511999999999997,4,0,4,0.0659,0.0719,0,2,0
4fAc8S426,2018,4,Stores,YXX,17.511999999999997,9,4,5,0.061399999999999996,0.037,0,3,0
4fAc8S426,2018,4,Stores,AXX,17.511999999999997,72,28,44,0.9676,0.1414,26,28,0
AAp6ICE84,2018,4,E-commerce,AXX,18.843,9,4,5,0.0639,0.0279,0,7,0
oF4__0s73,2018,4,Stores,AXX,21.213,16,10,6,0.2304,0.08779999999999999,4,8,0
g17-G3E54,2018,4,Stores,AXX,15.633,14,6,8,0.1325,0.0274,0,9,0
fCUfPzY15,2018,4,E-commerce,AXX,13.582,7,3,4,0.0559,0.0819,0,5,0
GvuEKUE90,2018,4,E-commerce,AXX,15.022,5,3,2,0.0939,0.0119,0,3,0
g17-G3E54,2018,4,E-commerce,AXX,15.633,7,1,6,0.0079,0.0729,0,5,0
5voVMCQ35,2018,4,Stores,YXX,16.083,4,0,4,0.074,0.06,0,0,0
5voVMCQ35,2018,4,Stores,AXX,16.083,59,22,37,0.5337,0.154,0,36,29
o5qDpZc78,2018,4,E-commerce,AXX,15.319,6,3,3,0.061900000000000004,0.0259,0,3,0
o5qDpZc78,2018,4,Stores,AXX,15.319,97,36,61,0.6372,0.2456,30,36,16
oB4vvrs68,2018,4,E-commerce,AXX,22.548,6,0,6,0.0999,0.0699,0,8,0
oB4vvrs68,2018,4,Stores,YXX,22.548,10,5,5,0.1768,0.0427,0,8,0
oB4vvrs68,2018,4,Stores,AXX,22.548,205,73,132,0.8642000000000001,0.1649,-1,44,0
cn5Dz4851,2018,4,Stores,AXX,13.979000000000001,94,10,84,0.2902,0.0229,2,2,83
5voVMCQ35,2018,4,E-commerce,AXX,16.083,4,2,2,0.0999,0.0069,0,5,0
_s-0LQ031,2018,4,E-commerce,AXX,30.185,5,1,4,0.0729,0.0259,0,4,0
6b2JXVU81,2018,4,Stores,AXX,22.703000000000003,21,8,13,0.1402,0.0265,0,7,0
JoQ7vPE66,2018,5,Stores,AXX,19.714999999999996,168,50,118,0.7108000000000001,0.7424,0,76,87
3jHlU6w33,2018,5,E-commerce,AXX,25.613,9,2,7,0.052,0.03,0,5,5
g7aJMn895,2018,5,Stores,AXX,15.204999999999998,31,8,23,0.3441,0.1702,11,19,0
g7aJMn895,2018,5,Stores,YXX,15.204999999999998,7,3,4,0.05,0.0999,0,5,0
g7aJMn895,2018,5,E-commerce,AXX,15.204999999999998,6,0,6,0.0989,0.07390000000000001,0,2,0
s0Ft2uI96,2018,5,Stores,YXX,25.013999999999996,16,12,4,0.2938,0.1142,0,12,0
JoQ7vPE66,2018,5,Stores,YXX,19.714999999999996,8,5,3,0.1031,0.0865,0,3,0
oRAankI44,2018,5,Stores,AXX,19.442,41,19,22,0.3654,0.049600000000000005,0,16,0
oRAankI44,2018,5,E-commerce,AXX,19.442,8,3,5,0.0579,0.0349,0,6,0
yWRD1_w75,2018,5,Stores,YXX,20.973,9,3,6,0.10700000000000001,0.0137,0,4,0
s0Ft2uI96,2018,5,E-commerce,AXX,25.013999999999996,5,4,1,0.0039,0.0719,0,5,0
OklK_p432,2018,5,Stores,AXX,22.461999999999996,20,4,16,0.2039,0.0827,0,5,0
yWRD1_w75,2018,5,Stores,AXX,20.973,242,59,183,0.6819500000000001,0.1928,0,57,162
pek01UY60,2018,5,Stores,AXX,14.302,31,20,11,0.6917,0.1333,0,8,11
UVHzi7g60,2018,5,Stores,AXX,18.703000000000003,104,100,4,1.0548,0.9539,0,364,0
MnZd75s34,2018,5,E-commerce,AXX,13.751999999999999,9,4,5,0.0039,0.063,0,1,0
MnZd75s34,2018,5,Stores,AXX,13.751999999999999,14,0,14,0.039,0.083,0,2,0
3ISiz2Q52,2018,5,E-commerce,AXX,24.283,6,4,2,0.1029,0.0549,0,4,0
3ISiz2Q52,2018,5,Stores,AXX,24.283,23,9,14,0.23249999999999998,0.0375,0,10,0
PGK-GsQ43,2018,5,E-commerce,AXX,20.080000000000005,9,1,8,0.0159,0.0679,0,6,0
PGK-GsQ43,2018,5,Stores,YXX,20.080000000000005,4,3,1,0.0657,0.089,0,1,0
pek01UY60,2018,5,E-commerce,AXX,14.302,3,0,3,0.0959,0.0759,0,5,0
D_jD1ac10,2018,5,Stores,AXX,15.892,79,52,27,0.62325,0.4425,0,139,0
h2jKDfY64,2018,5,Stores,YXX,19.287999999999997,5,3,2,0.058,0.0409,0,6,0
Z169KsU12,2018,5,Stores,AXX,21.592,7,4,3,0.099,0.0069,0,2,0
JoQ7vPE66,2018,5,E-commerce,AXX,19.714999999999996,6,0,6,0.0519,0.0879,0,3,0
b9VLpvA17,2018,5,E-commerce,AXX,22.113,8,0,8,0.0219,0.0909,0,7,0
UVHzi7g60,2018,5,Stores,YXX,18.703000000000003,15,11,4,0.3282,0.1657,0,36,0
rBFx0FQ93,2018,5,E-commerce,AXX,23.233,11,3,8,0.0549,0.0629,0,1,0
-R40flg54,2018,5,Stores,YXX,26.583000000000002,9,3,6,0.0521,0.0887,0,4,0
mGOdPGw17,2018,5,E-commerce,AXX,14.532,7,1,6,0.0149,0.0689,0,7,0
b9VLpvA17,2018,5,Stores,AXX,22.113,13,2,11,0.1302,0.1048,0,3,0
U8aZiCo48,2018,5,Stores,AXX,17.421999999999997,32,6,26,0.3381,0.1503,0,9,13
r7BXsHg52,2018,5,Stores,AXX,22.622,23,6,17,0.2083,0.0305,2,7,0
M_aLOns54,2018,5,E-commerce,AXX,22.762999999999998,3,2,1,0.0179,0.0569,0,6,0
M_aLOns54,2018,5,Stores,AXX,22.762999999999998,24,8,16,0.3197,0.0275,10,3,0
-R40flg54,2018,5,E-commerce,AXX,26.583000000000002,9,2,7,0.0839,0.061900000000000004,0,7,0
2kYhNMY10,2018,5,Stores,YXX,20.270000000000003,10,4,6,0.1496,0.0833,0,7,0
AQu3_Vc82,2018,5,E-commerce,AXX,17.792,8,4,4,0.0909,0.07390000000000001,0,4,0
AQu3_Vc82,2018,5,Stores,AXX,17.792,383,1,382,0.023,0.0969,0,2,12
dOGInVo14,2018,5,Stores,AXX,19.603,3,0,3,0.091,0.0829,0,4,0
uMuY2Tg18,2018,5,E-commerce,AXX,19.769,6,0,6,0.0559,0.0589,0,4,0
uMuY2Tg18,2018,5,Stores,YXX,19.769,7,3,4,0.292,0.0347,0,5,0
uMuY2Tg18,2018,5,Stores,AXX,19.769,92,19,73,1.00935,0.2112,0,19,55
gzLOBgg40,2018,5,Stores,YXX,13.927,7,3,4,0.1331,0.0663,0,6,0
wJ1DGVE67,2018,5,E-commerce,AXX,13.902000000000001,8,1,7,0.0039,0.0759,0,1,0
sB1o9-c20,2018,5,E-commerce,AXX,25.413,4,1,3,0.0689,0.0759,0,5,0
VrQzldo30,2018,5,Stores,AXX,26.04,177,50,127,0.6191500000000001,0.17370000000000002,89,15,26
JN1uWyg84,2018,5,E-commerce,AXX,13.471999999999998,12,0,12,0.0519,0.0659,0,4,0
dQRrOcs21,2018,5,E-commerce,AXX,14.803,10,4,6,0.0059,0.0489,0,7,0
CCuyJXo47,2018,5,E-commerce,AXX,13.289,12,1,11,0.0999,0.0889,0,8,0
CCuyJXo47,2018,5,Stores,YXX,13.289,7,4,3,0.0586,0.038400000000000004,0,9,0
CCuyJXo47,2018,5,Stores,AXX,13.289,156,57,99,0.66075,0.45430000000000004,0,72,0
U6Od7aY76,2018,5,E-commerce,AXX,24.478,5,4,1,0.0979,0.0219,0,13,0
U6Od7aY76,2018,5,Stores,YXX,24.478,6,6,0,0.09620000000000001,0.042800000000000005,0,5,0
OZNKPWg14,2018,5,E-commerce,AXX,20.921999999999997,3,1,2,0.0589,0.0179,0,7,0
apMQgk887,2018,5,E-commerce,AXX,21.082,8,4,4,0.0669,0.1029,0,4,0
apMQgk887,2018,5,Stores,AXX,21.082,10,0,10,0.081,0.0838,0,6,0
mGOdPGw17,2018,5,Stores,AXX,14.532,10,6,4,0.4302,0.2349,0,12,0
vXCZxAE61,2018,5,E-commerce,AXX,16.423,9,1,8,0.0509,0.0419,0,3,0
EyOuFLQ88,2018,5,Stores,AXX,21.803,19,8,11,0.7552000000000001,0.2028,10,10,0
LYUn01k27,2018,5,Stores,AXX,25.563000000000002,7,4,3,0.0564,0.0438,0,4,0
rHDFINE51,2018,5,E-commerce,AXX,21.972,5,2,3,0.0059,0.0349,0,7,0
-5Wye2w71,2018,5,E-commerce,AXX,18.563,8,3,5,0.0279,0.0049,0,4,0
S-Zd--o39,2018,5,E-commerce,AXX,16.641,5,4,1,0.1009,0.0639,0,8,0
S-Zd--o39,2018,5,Stores,YXX,16.641,9,5,4,0.3174,0.0796,0,5,0
S-Zd--o39,2018,5,Stores,AXX,16.641,119,25,94,0.9725,0.3721,0,23,56
jJNb1GQ90,2018,5,Stores,YXX,20.244999999999997,12,8,4,0.16749999999999998,0.062,0,0,0
jJNb1GQ90,2018,5,Stores,AXX,20.244999999999997,234,99,135,0.8474499999999999,0.2893,50,46,40
kj9393g22,2018,5,E-commerce,AXX,20.866999999999997,8,0,8,0.0649,0.0879,0,11,0
ytubWhA51,2018,5,Stores,YXX,24.317999999999998,13,11,2,0.263,0.0885,0,7,0
ytubWhA51,2018,5,Stores,AXX,24.317999999999998,120,61,59,0.9761500000000001,0.2883,0,43,0
VpylCPs88,2018,5,Stores,AXX,19.313,22,10,12,0.1599,0.1067,0,9,9
3qXlQhc28,2018,5,E-commerce,AXX,20.723,9,1,8,0.0609,0.0459,0,8,0
Z_RUZOk26,2018,5,E-commerce,AXX,14.137000000000002,8,4,4,0.0149,0.0749,0,5,0
FWsr2ZE11,2018,5,Stores,AXX,15.903,8,6,2,0.23720000000000002,0.14350000000000002,8,3,0
Z_RUZOk26,2018,5,Stores,YXX,14.137000000000002,8,1,7,0.0943,0.0308,0,4,0
EyOuFLQ88,2018,5,Stores,YXX,21.803,4,4,0,0.047,0.0189,0,5,0
xqr3JdA17,2018,5,E-commerce,AXX,15.861999999999998,7,2,5,0.0369,0.0589,0,9,0
hm77s_Q75,2018,5,Stores,YXX,18.963,5,3,2,0.1284,0.0328,0,5,0
hm77s_Q75,2018,5,Stores,AXX,18.963,56,27,29,0.6614500000000001,0.1177,0,23,0
XgGS-Gw29,2018,5,E-commerce,AXX,18.007000000000005,5,0,5,0.0919,0.0139,0,12,0
XgGS-Gw29,2018,5,Stores,YXX,18.007000000000005,6,5,1,0.0993,0.112,0,14,0
S7YA0SQ91,2018,5,E-commerce,AXX,24.983000000000004,7,4,3,0.0239,0.0879,0,7,0
S7YA0SQ91,2018,5,Stores,AXX,24.983000000000004,20,7,13,0.1819,0.06269999999999999,0,5,0
xAcRsc449,2018,5,E-commerce,AXX,18.642,4,1,3,0.0069,0.0939,0,2,0
tqRVQnc11,2018,5,Stores,AXX,31.285,7,4,3,0.028,0.025,0,4,0
9O8RTHY72,2018,5,E-commerce,AXX,14.743,8,2,6,0.009899999999999999,0.0559,0,9,0
9O8RTHY72,2018,5,Stores,YXX,14.743,12,7,5,0.1817,0.14550000000000002,0,20,0
9O8RTHY72,2018,5,Stores,AXX,14.743,100,72,28,0.8976500000000001,0.6138,0,180,0
EyOuFLQ88,2018,5,E-commerce,AXX,21.803,5,3,2,0.0539,0.0519,0,3,0
aaW5Dc896,2018,5,E-commerce,AXX,23.204,10,4,6,0.0149,0.0699,0,5,0
Fr3MLuI86,2018,5,Stores,YXX,20.503,9,7,2,0.1725,0.0744,0,10,0
kBp0FpM69,2018,5,E-commerce,AXX,17.423,8,3,5,0.0719,0.0549,0,8,0
9TvhYgg41,2018,5,Stores,YXX,22.763999999999996,7,5,2,0.15910000000000002,0.1182,0,13,0
9TvhYgg41,2018,5,Stores,AXX,22.763999999999996,142,63,79,0.6951999999999999,0.3499,34,92,0
-Cj2BYY23,2018,5,E-commerce,AXX,17.587999999999997,9,3,6,0.0719,0.0749,0,2,0
bjtzCho93,2018,5,E-commerce,AXX,21.383,9,2,7,0.0919,0.0159,0,3,0
__JTjmg65,2018,5,Stores,YXX,22.067999999999998,8,1,7,0.0395,0.064,0,0,0
sC6CR9s11,2018,5,E-commerce,AXX,15.722000000000001,8,2,6,0.0329,0.0779,0,2,0
sC6CR9s11,2018,5,Stores,YXX,15.722000000000001,3,1,2,0.074,0.0809,0,3,0
ZjBNXC051,2018,5,E-commerce,AXX,21.547,7,4,3,0.0169,0.0259,0,4,0
ZjBNXC051,2018,5,Stores,AXX,21.547,10,6,4,0.19219999999999998,0.0771,2,7,0
1d_OHvY71,2018,5,E-commerce,AXX,14.912999999999998,8,0,8,0.0779,0.0229,0,5,0
1d_OHvY71,2018,5,Stores,YXX,14.912999999999998,3,1,2,0.011,0.057,0,4,0
bjbkqqM42,2018,5,E-commerce,AXX,15.753000000000002,5,0,5,0.0969,0.026,0,6,0
bjbkqqM42,2018,5,Stores,YXX,15.753000000000002,8,3,5,0.0323,0.0938,0,6,0
Fr3MLuI86,2018,5,E-commerce,AXX,20.503,8,1,7,0.0859,0.038900000000000004,0,8,0
bjbkqqM42,2018,5,Stores,AXX,15.753000000000002,33,18,15,0.5334,0.1321,0,14,0
E9ryGxE18,2018,5,E-commerce,AXX,19.101999999999997,4,2,2,0.0429,0.0759,0,7,0
E9ryGxE18,2018,5,Stores,YXX,19.101999999999997,6,3,3,0.093,0.004,0,3,0
E9ryGxE18,2018,5,Stores,AXX,19.101999999999997,27,9,18,0.1601,0.15610000000000002,0,17,0
Ln__EG879,2018,5,E-commerce,AXX,20.003999999999998,5,2,3,0.0499,0.0929,0,6,0
7rnc4zQ74,2018,5,E-commerce,AXX,20.407,6,1,5,0.0909,0.0329,0,9,0
vetlhJU57,2018,5,E-commerce,AXX,17.008000000000003,9,2,7,0.0159,0.0169,0,8,0
vetlhJU57,2018,5,Stores,YXX,17.008000000000003,7,2,5,0.1032,0.0827,0,4,0
J0vg7Tw34,2018,5,Stores,YXX,17.945,8,5,3,0.0794,0.1058,0,8,0
J0vg7Tw34,2018,5,Stores,AXX,17.945,38,16,22,0.44570000000000004,0.1777,19,29,0
O3nnJHE47,2018,5,Stores,YXX,17.235,8,5,3,0.1602,0.0597,0,5,0
